station,date,aqi,rating_aqi,pm2.5,rating_pm2.5
Mam non Hai Au Bay,"Wed, 17 November 2021",131,AQI US - Không lành mạnh cho các nhóm nhạy cảm,47.7,PM2.5 µg/m³ - Tốt
Mam non Hai Au Bay,"Thu, 18 November 2021",139,AQI US - Không lành mạnh cho các nhóm nhạy cảm,51.1,PM2.5 µg/m³ - Trung bình
Mam non Hai Au Bay,"Fri, 19 November 2021",94,AQI US - Trung bình,32.8,PM2.5 µg/m³ - Tốt
Mam non Hai Au Bay,"Sat, 20 November 2021",152,AQI US - Không lành mạnh,57.4,PM2.5 µg/m³ - Trung bình
Mam non Hai Au Bay,"Sun, 21 November 2021",68,AQI US - Trung bình,20.2,PM2.5 µg/m³ - Tốt
Mam non Hai Au Bay,<<<<<<< HEAD 2021,,,,
Mam non Hai Au Bay,"Mon, 22 November 2021",81,AQI US - Trung bình,18.4,PM2.5 µg/m³ - Tốt
Mam non Hai Au Bay,"Tue, 23 November 2021",118,AQI US - Không lành mạnh cho các nhóm nhạy cảm,42.5,PM2.5 µg/m³ - Tốt
Mam non Hai Au Bay,======= 2021,,,,
Mam non Hai Au Bay,"Mon, 22 November 2021",64,AQI US - Trung bình,18.4,PM2.5 µg/m³ - Tốt
Mam non Hai Au Bay,>>>>>>> 338d05579bb24c4658014ffbcb1bf26a3288c0c8 2021,,,,
Mam non Hai Au Bay,"Wed, 24 November 2021",95,AQI US - Trung bình,33.3,PM2.5 µg/m³ - Tốt
Mam non Hai Au Bay,"Thu, 25 November 2021",74,AQI US - Trung bình,23.3,PM2.5 µg/m³ - Tốt
Mam non Hai Au Bay,"Fri, 26 November 2021",92,AQI US - Trung bình,31.6,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sun, 17 October 2021",66,AQI US - Trung bình,19.3,PM2.5 µg/m³ - Tốt
Saigon South International School,"Mon, 18 October 2021",29,AQI US - Tốt,7,PM2.5 µg/m³ - Tốt
Saigon South International School,"Tue, 19 October 2021",56,AQI US - Trung bình,14.5,PM2.5 µg/m³ - Tốt
Saigon South International School,"Wed, 20 October 2021",107,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37.9,PM2.5 µg/m³ - Tốt
Saigon South International School,"Thu, 21 October 2021",82,AQI US - Trung bình,27,PM2.5 µg/m³ - Tốt
Saigon South International School,"Fri, 22 October 2021",78,AQI US - Trung bình,24.8,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sat, 23 October 2021",95,AQI US - Trung bình,33.3,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sun, 24 October 2021",90,AQI US - Trung bình,30.9,PM2.5 µg/m³ - Tốt
Saigon South International School,"Mon, 25 October 2021",66,AQI US - Trung bình,19.5,PM2.5 µg/m³ - Tốt
Saigon South International School,"Tue, 26 October 2021",96,AQI US - Trung bình,33.6,PM2.5 µg/m³ - Tốt
Saigon South International School,"Wed, 27 October 2021",77,AQI US - Trung bình,24.5,PM2.5 µg/m³ - Tốt
Saigon South International School,"Thu, 28 October 2021",54,AQI US - Trung bình,13.3,PM2.5 µg/m³ - Tốt
Saigon South International School,"Fri, 29 October 2021",75,AQI US - Trung bình,23.5,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sat, 30 October 2021",82,AQI US - Trung bình,26.7,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sun, 31 October 2021",73,AQI US - Trung bình,22.4,PM2.5 µg/m³ - Tốt
Saigon South International School,"Mon, 01 November 2021",85,AQI US - Trung bình,28.3,PM2.5 µg/m³ - Tốt
Saigon South International School,"Tue, 02 November 2021",89,AQI US - Trung bình,30.2,PM2.5 µg/m³ - Tốt
Saigon South International School,"Wed, 03 November 2021",76,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
Saigon South International School,"Thu, 04 November 2021",67,AQI US - Trung bình,19.7,PM2.5 µg/m³ - Tốt
Saigon South International School,"Fri, 05 November 2021",103,AQI US - Không lành mạnh cho các nhóm nhạy cảm,36.2,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sat, 06 November 2021",70,AQI US - Trung bình,21.1,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sun, 07 November 2021",78,AQI US - Trung bình,25.2,PM2.5 µg/m³ - Tốt
Saigon South International School,"Mon, 08 November 2021",59,AQI US - Trung bình,15.9,PM2.5 µg/m³ - Tốt
Saigon South International School,"Tue, 09 November 2021",104,AQI US - Không lành mạnh cho các nhóm nhạy cảm,36.8,PM2.5 µg/m³ - Tốt
Saigon South International School,"Wed, 10 November 2021",71,AQI US - Trung bình,21.6,PM2.5 µg/m³ - Tốt
Saigon South International School,"Thu, 11 November 2021",81,AQI US - Trung bình,26.4,PM2.5 µg/m³ - Tốt
Saigon South International School,"Fri, 12 November 2021",60,AQI US - Trung bình,16.4,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sat, 13 November 2021",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sun, 14 November 2021",87,AQI US - Trung bình,29.5,PM2.5 µg/m³ - Tốt
Saigon South International School,"Mon, 15 November 2021",70,AQI US - Trung bình,21.4,PM2.5 µg/m³ - Tốt
Saigon South International School,"Tue, 16 November 2021",75,AQI US - Trung bình,23.4,PM2.5 µg/m³ - Tốt
Saigon South International School,"Wed, 17 November 2021",143,AQI US - Không lành mạnh cho các nhóm nhạy cảm,52.7,PM2.5 µg/m³ - Trung bình
Saigon South International School,"Thu, 18 November 2021",67,AQI US - Trung bình,19.8,PM2.5 µg/m³ - Tốt
Saigon South International School,"Fri, 19 November 2021",78,AQI US - Trung bình,24.8,PM2.5 µg/m³ - Tốt
Saigon South International School,"Sun, 21 November 2021",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
Saigon South International School,"Mon, 22 November 2021",73,AQI US - Trung bình,22.8,PM2.5 µg/m³ - Tốt
Saigon South International School,"Tue, 23 November 2021",93,AQI US - Trung bình,32.3,PM2.5 µg/m³ - Tốt
Saigon South International School,"Wed, 24 November 2021",84,AQI US - Trung bình,27.8,PM2.5 µg/m³ - Tốt
Saigon South International School,"Thu, 25 November 2021",68,AQI US - Trung bình,20.3,PM2.5 µg/m³ - Tốt
Saigon South International School,"Fri, 26 November 2021",85,AQI US - Trung bình,28.2,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"Mon, 22 November 2021",65,AQI US - Trung bình,18.7,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"Tue, 23 November 2021",102,AQI US - Không lành mạnh cho các nhóm nhạy cảm,35.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"Wed, 24 November 2021",86,AQI US - Trung bình,28.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"Thu, 25 November 2021",69,AQI US - Trung bình,20.6,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"Fri, 26 November 2021",87,AQI US - Trung bình,29.5,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sun, 17 October 2021",78,AQI US - Trung bình,24.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Mon, 18 October 2021",51,AQI US - Trung bình,12.3,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Tue, 19 October 2021",63,AQI US - Trung bình,18,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Wed, 20 October 2021",99,AQI US - Trung bình,35.1,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Thu, 21 October 2021",79,AQI US - Trung bình,25.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Fri, 22 October 2021",90,AQI US - Trung bình,30.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sat, 23 October 2021",77,AQI US - Trung bình,24.7,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sun, 24 October 2021",79,AQI US - Trung bình,25.4,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Mon, 25 October 2021",64,AQI US - Trung bình,18.5,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Tue, 26 October 2021",82,AQI US - Trung bình,27.1,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Wed, 27 October 2021",76,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Thu, 28 October 2021",57,AQI US - Trung bình,15.1,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Fri, 29 October 2021",87,AQI US - Trung bình,29.1,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sat, 30 October 2021",76,AQI US - Trung bình,24.1,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sun, 31 October 2021",96,AQI US - Trung bình,33.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Mon, 01 November 2021",93,AQI US - Trung bình,32.2,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Tue, 02 November 2021",93,AQI US - Trung bình,32.3,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Wed, 03 November 2021",69,AQI US - Trung bình,20.7,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Thu, 04 November 2021",66,AQI US - Trung bình,19.2,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Fri, 05 November 2021",90,AQI US - Trung bình,30.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sat, 06 November 2021",88,AQI US - Trung bình,30,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sun, 07 November 2021",81,AQI US - Trung bình,26.4,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Mon, 08 November 2021",55,AQI US - Trung bình,13.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Tue, 09 November 2021",82,AQI US - Trung bình,26.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Wed, 10 November 2021",68,AQI US - Trung bình,20.3,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Thu, 11 November 2021",68,AQI US - Trung bình,20.1,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Fri, 12 November 2021",66,AQI US - Trung bình,19.3,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sat, 13 November 2021",73,AQI US - Trung bình,22.5,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sun, 14 November 2021",114,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.7,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Mon, 15 November 2021",71,AQI US - Trung bình,21.5,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Tue, 16 November 2021",85,AQI US - Trung bình,28.2,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Wed, 17 November 2021",113,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.5,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Thu, 18 November 2021",122,AQI US - Không lành mạnh cho các nhóm nhạy cảm,44.1,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Fri, 19 November 2021",86,AQI US - Trung bình,29,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sat, 20 November 2021",120,AQI US - Không lành mạnh cho các nhóm nhạy cảm,43.2,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Sun, 21 November 2021",89,AQI US - Trung bình,30.3,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Mon, 22 November 2021",83,AQI US - Trung bình,27.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Tue, 23 November 2021",110,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.2,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Wed, 24 November 2021",93,AQI US - Trung bình,32.2,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Thu, 25 November 2021",76,AQI US - Trung bình,24,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"Fri, 26 November 2021",69,AQI US - Trung bình,20.8,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Wed, 20 October 2021",78,AQI US - Trung bình,25,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Thu, 21 October 2021",74,AQI US - Trung bình,23,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Fri, 22 October 2021",71,AQI US - Trung bình,21.6,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sat, 23 October 2021",79,AQI US - Trung bình,25.5,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sun, 24 October 2021",73,AQI US - Trung bình,22.4,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Mon, 25 October 2021",68,AQI US - Trung bình,20,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Tue, 26 October 2021",84,AQI US - Trung bình,27.7,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Wed, 27 October 2021",70,AQI US - Trung bình,21.3,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Thu, 28 October 2021",52,AQI US - Trung bình,12.5,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Fri, 29 October 2021",72,AQI US - Trung bình,22.2,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sat, 30 October 2021",68,AQI US - Trung bình,20.4,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sun, 31 October 2021",71,AQI US - Trung bình,21.6,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Mon, 01 November 2021",84,AQI US - Trung bình,27.8,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Tue, 02 November 2021",38,AQI US - Tốt,9.1,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Wed, 03 November 2021",10,AQI US - Tốt,2.4,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Thu, 04 November 2021",10,AQI US - Tốt,2.4,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Fri, 05 November 2021",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sat, 06 November 2021",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sun, 07 November 2021",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Mon, 08 November 2021",67,AQI US - Trung bình,19.6,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Tue, 09 November 2021",104,AQI US - Không lành mạnh cho các nhóm nhạy cảm,36.7,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Wed, 10 November 2021",70,AQI US - Trung bình,21.4,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Thu, 11 November 2021",73,AQI US - Trung bình,22.7,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Fri, 12 November 2021",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sat, 13 November 2021",78,AQI US - Trung bình,24.8,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sun, 14 November 2021",82,AQI US - Trung bình,27.1,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Mon, 15 November 2021",77,AQI US - Trung bình,24.7,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Tue, 16 November 2021",78,AQI US - Trung bình,24.8,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Wed, 17 November 2021",108,AQI US - Không lành mạnh cho các nhóm nhạy cảm,38.3,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Thu, 18 November 2021",111,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.5,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Fri, 19 November 2021",83,AQI US - Trung bình,27.2,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sat, 20 November 2021",124,AQI US - Không lành mạnh cho các nhóm nhạy cảm,44.8,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Sun, 21 November 2021",89,AQI US - Trung bình,30.3,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Mon, 22 November 2021",74,AQI US - Trung bình,23.3,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Tue, 23 November 2021",106,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37.5,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Wed, 24 November 2021",97,AQI US - Trung bình,34.3,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Thu, 25 November 2021",81,AQI US - Trung bình,26.2,PM2.5 µg/m³ - Tốt
US Consulate in Ho Chi Minh City,"Fri, 26 November 2021",94,AQI US - Trung bình,32.7,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Sun, 17 October 2021",118,AQI US - Không lành mạnh cho các nhóm nhạy cảm,42.3,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Mon, 18 October 2021",89,AQI US - Trung bình,30.1,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Tue, 19 October 2021",110,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.1,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Wed, 20 October 2021",141,AQI US - Không lành mạnh cho các nhóm nhạy cảm,52,PM2.5 µg/m³ - Trung bình
Ap Xuan Thoi Dong 2,"Thu, 21 October 2021",107,AQI US - Không lành mạnh cho các nhóm nhạy cảm,38.1,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Fri, 22 October 2021",129,AQI US - Không lành mạnh cho các nhóm nhạy cảm,47.1,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Sat, 23 October 2021",99,AQI US - Trung bình,35,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Sun, 24 October 2021",82,AQI US - Trung bình,26.9,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Mon, 25 October 2021",78,AQI US - Trung bình,25.2,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Tue, 26 October 2021",141,AQI US - Không lành mạnh cho các nhóm nhạy cảm,51.9,PM2.5 µg/m³ - Trung bình
Ap Xuan Thoi Dong 2,"Wed, 27 October 2021",105,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Thu, 28 October 2021",82,AQI US - Trung bình,26.9,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Fri, 29 October 2021",116,AQI US - Không lành mạnh cho các nhóm nhạy cảm,41.7,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Sat, 30 October 2021",96,AQI US - Trung bình,33.5,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Sun, 31 October 2021",134,AQI US - Không lành mạnh cho các nhóm nhạy cảm,48.9,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Mon, 01 November 2021",115,AQI US - Không lành mạnh cho các nhóm nhạy cảm,41.2,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Tue, 02 November 2021",120,AQI US - Không lành mạnh cho các nhóm nhạy cảm,43.3,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Wed, 03 November 2021",115,AQI US - Không lành mạnh cho các nhóm nhạy cảm,41.4,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Thu, 04 November 2021",94,AQI US - Trung bình,32.6,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Fri, 05 November 2021",110,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.1,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Sat, 06 November 2021",135,AQI US - Không lành mạnh cho các nhóm nhạy cảm,49.3,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Sun, 07 November 2021",101,AQI US - Không lành mạnh cho các nhóm nhạy cảm,35.7,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Mon, 08 November 2021",97,AQI US - Trung bình,33.9,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Tue, 09 November 2021",142,AQI US - Không lành mạnh cho các nhóm nhạy cảm,52.4,PM2.5 µg/m³ - Trung bình
Ap Xuan Thoi Dong 2,"Wed, 10 November 2021",74,AQI US - Trung bình,23.3,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Thu, 11 November 2021",94,AQI US - Trung bình,32.7,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Fri, 12 November 2021",152,AQI US - Không lành mạnh,57.6,PM2.5 µg/m³ - Trung bình
Ap Xuan Thoi Dong 2,"Sat, 13 November 2021",80,AQI US - Trung bình,26,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Sun, 14 November 2021",95,AQI US - Trung bình,32.9,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Mon, 15 November 2021",116,AQI US - Không lành mạnh cho các nhóm nhạy cảm,41.8,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Tue, 16 November 2021",160,AQI US - Không lành mạnh,72.2,PM2.5 µg/m³ - Trung bình
Ap Xuan Thoi Dong 2,"Wed, 17 November 2021",154,AQI US - Không lành mạnh,61.2,PM2.5 µg/m³ - Trung bình
Ap Xuan Thoi Dong 2,"Thu, 18 November 2021",161,AQI US - Không lành mạnh,75.2,PM2.5 µg/m³ - Trung bình
Ap Xuan Thoi Dong 2,"Fri, 19 November 2021",114,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.9,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Sat, 20 November 2021",173,AQI US - Không lành mạnh,98.1,PM2.5 µg/m³ - Trung bình
Ap Xuan Thoi Dong 2,"Sun, 21 November 2021",136,AQI US - Không lành mạnh cho các nhóm nhạy cảm,49.7,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Mon, 22 November 2021",125,AQI US - Không lành mạnh cho các nhóm nhạy cảm,45.4,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Tue, 23 November 2021",167,AQI US - Không lành mạnh,86.1,PM2.5 µg/m³ - Trung bình
Ap Xuan Thoi Dong 2,"Wed, 24 November 2021",120,AQI US - Không lành mạnh cho các nhóm nhạy cảm,43.2,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Thu, 25 November 2021",84,AQI US - Trung bình,27.9,PM2.5 µg/m³ - Tốt
Ap Xuan Thoi Dong 2,"Fri, 26 November 2021",87,AQI US - Trung bình,29.3,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Sun, 17 October 2021",68,AQI US - Trung bình,20,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Mon, 18 October 2021",24,AQI US - Tốt,5.8,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Tue, 19 October 2021",57,AQI US - Trung bình,15.2,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Wed, 20 October 2021",109,AQI US - Không lành mạnh cho các nhóm nhạy cảm,38.7,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Thu, 21 October 2021",79,AQI US - Trung bình,25.4,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Fri, 22 October 2021",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Sat, 23 October 2021",94,AQI US - Trung bình,32.6,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Sun, 24 October 2021",87,AQI US - Trung bình,29.3,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Mon, 25 October 2021",70,AQI US - Trung bình,21.1,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Tue, 26 October 2021",94,AQI US - Trung bình,32.7,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Wed, 27 October 2021",77,AQI US - Trung bình,24.6,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Thu, 28 October 2021",55,AQI US - Trung bình,13.9,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Fri, 29 October 2021",72,AQI US - Trung bình,22.2,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Sat, 30 October 2021",83,AQI US - Trung bình,27.6,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Sat, 13 November 2021",60,AQI US - Trung bình,16.3,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Sun, 14 November 2021",89,AQI US - Trung bình,30.1,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Mon, 15 November 2021",74,AQI US - Trung bình,23.1,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Tue, 16 November 2021",71,AQI US - Trung bình,21.7,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Wed, 17 November 2021",109,AQI US - Không lành mạnh cho các nhóm nhạy cảm,38.6,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Thu, 18 November 2021",112,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.9,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Fri, 19 November 2021",83,AQI US - Trung bình,27.2,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Sat, 20 November 2021",144,AQI US - Không lành mạnh cho các nhóm nhạy cảm,53.1,PM2.5 µg/m³ - Trung bình
SSIS OUTDOOR 3,"Sun, 21 November 2021",92,AQI US - Trung bình,31.9,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Mon, 22 November 2021",70,AQI US - Trung bình,21.4,PM2.5 µg/m³ - Tốt
SSIS OUTDOOR 3,"Tue, 23 November 2021",110,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.1,PM2.5 µg/m³ - Tốt
