timestamp,value,rating
"22 Nov, 6:00 AM",20.9,PM2.5 µg/m³ - Tốt
"22 Nov, 7:00 AM",20.9,PM2.5 µg/m³ - Tốt
"22 Nov, 8:00 AM",21.9,PM2.5 µg/m³ - Tốt
"22 Nov, 9:00 AM",15.9,PM2.5 µg/m³ - Tốt
"22 Nov, 10:00 AM",17,PM2.5 µg/m³ - Tốt
"22 Nov, 11:00 AM",19.9,PM2.5 µg/m³ - Tốt
"22 Nov, 12:00 PM",18.9,PM2.5 µg/m³ - Tốt
"22 Nov, 1:00 PM",16,PM2.5 µg/m³ - Tốt
"22 Nov, 2:00 PM",12,PM2.5 µg/m³ - Tốt
"22 Nov, 3:00 PM",12,PM2.5 µg/m³ - Tốt
"22 Nov, 4:00 PM",11,PM2.5 µg/m³ - Tốt
"22 Nov, 5:00 PM",11,PM2.5 µg/m³ - Tốt
"22 Nov, 6:00 PM",9,PM2.5 µg/m³ - Tốt
"22 Nov, 7:00 PM",19.9,PM2.5 µg/m³ - Tốt
"22 Nov, 8:00 PM",21.9,PM2.5 µg/m³ - Tốt
"22 Nov, 9:00 PM",15.9,PM2.5 µg/m³ - Tốt
"22 Nov, 10:00 PM",19.9,PM2.5 µg/m³ - Tốt
"22 Nov, 11:00 PM",17.9,PM2.5 µg/m³ - Tốt
"23 Nov, 12:00 AM",21.9,PM2.5 µg/m³ - Tốt
"23 Nov, 1:00 AM",21.8,PM2.5 µg/m³ - Tốt
"23 Nov, 2:00 AM",25.8,PM2.5 µg/m³ - Tốt
"23 Nov, 3:00 AM",33.7,PM2.5 µg/m³ - Tốt
"23 Nov, 4:00 AM",48.3,PM2.5 µg/m³ - Tốt
"23 Nov, 5:00 AM",44.4,PM2.5 µg/m³ - Tốt
"23 Nov, 6:00 AM",37.6,PM2.5 µg/m³ - Tốt
"23 Nov, 7:00 AM",41.5,PM2.5 µg/m³ - Tốt
"23 Nov, 8:00 AM",62,PM2.5 µg/m³ - Trung bình
"23 Nov, 9:00 AM",43.6,PM2.5 µg/m³ - Tốt
"23 Nov, 10:00 AM",34.8,PM2.5 µg/m³ - Tốt
"23 Nov, 11:00 AM",27.9,PM2.5 µg/m³ - Tốt
"23 Nov, 12:00 PM",24.9,PM2.5 µg/m³ - Tốt
